name,address,postal_code,phone,rating,review_count,cuisine_type,business_hours,website,latitude,longitude,scraped_at
Los Caracoles,"Carrer dels Escudellers, 14, Ciutat Vella, 08002 Barcelona, Spain",08001,933 01 20 41,4.2,4883.0,Restaurante,"{'day_0': 'Monday: 1:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'day_1': 'Tuesday: 1:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'day_2': 'Wednesday: 1:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'day_3': 'Thursday: 1:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'day_4': 'Friday: 1:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'day_5': 'Saturday: 1:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM', 'day_6': 'Sunday: 1:00\u2009–\u20093:30\u202fPM, 7:00\u2009–\u200910:30\u202fPM'}",http://www.loscaracoles.es/,41.379654,2.1765197,2025-06-25 14:11:15.295567
Hotel ILUNION Auditori,"C. de Sicília, 166, Eixample, 08013 Barcelona, Spain",08001,932 43 76 00,4.2,1658.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.ilunionauditori.com/?partner=5989&utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&utm_content=auditori,41.3959244,2.181348,2025-06-25 14:11:15.769335
Hotel Best 4 Barcelona,"Carrer del Doctor Trueta, 164, Sant Martí, 08005 Barcelona, Spain",08001,933 29 09 54,4.0,1791.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.besthotels.es/destinos-y-hoteles/best-4-barcelona.html?utm_medium=organic&utm_source=google&utm_campaign=google-my-business&utm_term=google-local&utm_id=best-4barcelona,41.3960002,2.2008581,2025-06-25 14:11:18.215338
Hotel Guitart Grand Passage,"C/ de Muntaner, 212, L'Eixample, 08036 Barcelona, Spain",08001,932 01 03 06,4.1,737.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.guitarthotels.com/es/hotel-guitart-grand-passage/hotel-guitart-grand-passage-4-estrellas-barcelona/?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,41.3935767,2.1504886,2025-06-25 14:11:18.687803
El Cangrejo Loco | Eixample,"Carrer d'Aribau, 115, L'Eixample, 08036 Barcelona, Spain",08001,932 21 17 48,4.2,3683.0,Restaurante,"{'day_0': 'Monday: Closed', 'day_1': 'Tuesday: 12:30\u2009–\u200911:30\u202fPM', 'day_2': 'Wednesday: 12:30\u2009–\u200911:30\u202fPM', 'day_3': 'Thursday: 12:30\u2009–\u200911:30\u202fPM', 'day_4': 'Friday: 12:30\u2009–\u200911:30\u202fPM', 'day_5': 'Saturday: 12:30\u2009–\u200911:30\u202fPM', 'day_6': 'Sunday: 12:30\u2009–\u200911:30\u202fPM'}",http://www.elcangrejoloco.com/,41.39084769999999,2.1556409,2025-06-25 14:11:19.268742
Hotel Roma Reial,"Pl. Reial, 11, Ciutat Vella, 08002 Barcelona, Spain",08001,933 02 03 66,3.7,2122.0,Restaurante,,http://www.hotel-romareial.com/?partner=6335&utm_source=google&utm_medium=gmb&utm_campaign=web_link,41.3801051,2.1759226,2025-06-25 14:11:19.512389
Hotel ILUNION Bel Art,"Carrer de Lepant, 406, Horta-Guinardó, 08025 Barcelona, Spain",08001,934 33 54 40,4.1,1476.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.ilunionbelart.com/?partner=5989&utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&utm_content=belart,41.41016339999999,2.1695322,2025-06-25 14:11:19.955888
Hotel Best Auto Hogar,"Av. del Paral·lel, 64, Ciutat Vella, 08001 Barcelona, Spain",08001,934 43 98 50,3.8,1822.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.besthotels.es/destinos-y-hoteles/best-auto-hogar.html?utm_medium=organic&utm_source=google&utm_campaign=google-my-business&utm_term=google-local&utm_id=best-autohogar,41.3752054,2.1691949,2025-06-25 14:11:20.403787
El Señorio de Perú,"Carrer de Còrsega, 607, L'Eixample, 08025 Barcelona, Spain",08001,934 46 40 82,4.1,2009.0,Restaurante,"{'day_0': 'Monday: 1:00\u2009–\u20094:30\u202fPM', 'day_1': 'Tuesday: 1:00\u2009–\u20094:30\u202fPM', 'day_2': 'Wednesday: 1:00\u2009–\u20094:30\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_3': 'Thursday: 1:00\u2009–\u20094:30\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_4': 'Friday: 1:00\u2009–\u20094:30\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 1:00\u2009–\u20094:30\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: 1:00\u2009–\u20094:30\u202fPM'}",https://senoriodeperubarcelona.com/,41.4085215,2.1750417,2025-06-25 14:11:20.961811
Hotel La Ciudadela,"Passeig de Lluís Companys, 2, Ciutat Vella, 08018 Barcelona, Spain",08001,933 09 95 57,4.3,2275.0,Restaurante,"{'day_0': 'Monday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_1': 'Tuesday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_2': 'Wednesday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_3': 'Thursday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_4': 'Friday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: 8:30\u202fAM\u2009–\u200911:00\u202fPM'}",http://www.ciudadelaparc.com/,41.38949849999999,2.1837261,2025-06-25 14:11:21.360707
Hotel Best Aranea,"Carrer del Consell de Cent, 444, L'Eixample, 08013 Barcelona, Spain",08001,932 47 74 74,4.0,1228.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.besthotels.es/destinos-y-hoteles/best-aranea.html?utm_medium=organic&utm_source=google&utm_campaign=google-my-business&utm_term=google-local&utm_id=best-aranea,41.3983994,2.1757987,2025-06-25 14:11:21.989262
Abba Sants Hotel,"Carrer Numància, 32, Sants-Montjuïc, 08029 Barcelona, Spain",08001,936 00 31 00,4.1,2968.0,Restaurante,,https://www.abbahoteles.com/es/destinos/abba-sants-hotel/hotel.html,41.3825777,2.1400103,2025-06-25 14:11:22.526644
"Sunotel Aston, Barcelona","Carrer de París, 101-107, L'Eixample, 08029 Barcelona, Spain",08001,933 63 70 70,3.7,1457.0,Restaurante,,https://www.sunotelaston.com/en/?utm_source=google&utm_medium=organic&utm_campaign=MyBusiness&origin_source=google&origin_medium=organic&origin_campaign=MyBusiness,41.3894355,2.1474701,2025-06-25 14:11:23.067719
Hotel Miramar Barcelona,"Plaça de Carlos Ibáñez, 3, Sants-Montjuïc, 08038 Barcelona, Spain",08001,932 81 16 00,4.3,2536.0,Restaurante,,https://hotelmiramarbarcelona.com/,41.3702992,2.171369,2025-06-25 14:11:23.661399
El Xalet de Montjuïc,"Avinguda Miramar, 31, Sants-Montjuïc, 08038 Barcelona, Spain",08001,933 24 92 70,4.2,3098.0,Restaurante,"{'day_0': 'Monday: 1:00\u2009–\u20094:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'day_1': 'Tuesday: 1:00\u2009–\u20094:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'day_2': 'Wednesday: 1:00\u2009–\u20094:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'day_3': 'Thursday: 1:00\u2009–\u20094:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'day_4': 'Friday: 1:00\u2009–\u20094:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 1:00\u2009–\u20094:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: 1:00\u2009–\u20094:00\u202fPM, 7:00\u2009–\u200911:00\u202fPM'}",http://xaletdemontjuic.com/,41.3691752,2.164178,2025-06-25 14:11:24.227872
Alba Granados,"Carrer d'Enric Granados, 34, L'Eixample, 08008 Barcelona, Spain",08001,934 54 61 16,4.2,2568.0,Restaurante,"{'day_0': 'Monday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'day_1': 'Tuesday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'day_2': 'Wednesday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'day_3': 'Thursday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'day_4': 'Friday: 1:00\u202fPM\u2009–\u200912:30\u202fAM', 'day_5': 'Saturday: 1:00\u202fPM\u2009–\u20091:00\u202fAM', 'day_6': 'Sunday: 1:00\u202fPM\u2009–\u20091:00\u202fAM'}",https://albagranados.cat/,41.390515,2.159025,2025-06-25 14:11:24.683759
Restaurante El Boliche del Gordo Cabrera,"Carrer del Consell de Cent, 338, L'Eixample, 08009 Barcelona, Spain",08001,932 15 68 81,4.4,1692.0,Restaurante,"{'day_0': 'Monday: Closed', 'day_1': 'Tuesday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_2': 'Wednesday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_3': 'Thursday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_4': 'Friday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 1:30\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: Closed'}",https://www.elbolichedelgordo.com/,41.3929342,2.1683407,2025-06-25 14:11:25.229213
Hotel ILUNION Barcelona,"Carrer de Ramon Turró, 196, 198, Sant Martí, 08005 Barcelona, Spain",08001,932 43 88 00,4.2,3974.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.ilunionbarcelona.com/?partner=5989&utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&utm_content=barcelona,41.3990936,2.202111,2025-06-25 14:11:25.661736
Granados 83,"Carrer d'Enric Granados, 83, L'Eixample, 08008 Barcelona, Spain",08001,934 92 96 70,4.4,1043.0,Restaurante,,https://www.hotelgranados83.com/,41.39183999999999,2.1568284,2025-06-25 14:11:26.116255
Villa Emilia,"Carrer de Calàbria, 115, L'Eixample, 08015 Barcelona, Spain",08001,932 52 52 85,4.4,1832.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.hotelvillaemilia.com/?utm_source=gmb&utm_medium=organic,41.3802828,2.1539109,2025-06-25 14:11:26.617313
Bar Lobo,"Carrer del Pintor Fortuny, 3, Ciutat Vella, 08001 Barcelona, Spain",08001,934 81 53 46,4.4,8474.0,Restaurante,"{'day_0': 'Monday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'day_1': 'Tuesday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'day_2': 'Wednesday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'day_3': 'Thursday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'day_4': 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'day_5': 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'day_6': 'Sunday: 9:00\u202fAM\u2009–\u20091:00\u202fAM'}",http://grupotragaluz.com/restaurantes/bar-lobo/,41.383362,2.1706141,2025-06-25 14:11:27.140384
Hotel Market Barcelona,"Carrer del Comte Borrell, 68, L'Eixample, 08015 Barcelona, Spain",08001,933 25 12 05,3.9,1375.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.hotelmarketbarcelona.com/,41.3791308,2.1605785,2025-06-25 14:11:27.588650
Elsa y Fred,"Carrer del Rec Comtal, 11, Ciutat Vella, 08003 Barcelona, Spain",08001,935 01 66 11,4.5,5820.0,Restaurante,"{'day_0': 'Monday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_1': 'Tuesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_2': 'Wednesday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_3': 'Thursday: 9:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_4': 'Friday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'day_5': 'Saturday: 9:00\u202fAM\u2009–\u20091:00\u202fAM', 'day_6': 'Sunday: 9:00\u202fAM\u2009–\u200912:00\u202fAM'}",https://elsayfred.es/,41.389793,2.179749,2025-06-25 14:11:30.304697
El Racó del Cargol,"Carrer del Doctor Martí Julià, 54, 08903 L'Hospitalet de Llobregat, Barcelona, Spain",08001,934 49 77 18,4.5,2414.0,Restaurante,"{'day_0': 'Monday: 1:00\u2009–\u20094:00\u202fPM', 'day_1': 'Tuesday: 1:00\u2009–\u20094:00\u202fPM, 8:30\u2009–\u200910:30\u202fPM', 'day_2': 'Wednesday: 1:00\u2009–\u20094:00\u202fPM, 8:30\u2009–\u200910:30\u202fPM', 'day_3': 'Thursday: 1:00\u2009–\u20094:00\u202fPM, 8:30\u2009–\u200910:30\u202fPM', 'day_4': 'Friday: 1:00\u2009–\u20094:00\u202fPM, 8:30\u2009–\u200910:30\u202fPM', 'day_5': 'Saturday: 1:00\u2009–\u20094:00\u202fPM, 8:30\u2009–\u200910:30\u202fPM', 'day_6': 'Sunday: Closed'}",https://rocxi.es/es/restaurante-el-raco-del-cargol/,41.3739376,2.1219901,2025-06-25 14:11:30.703825
