name,address,postal_code,phone,rating,review_count,cuisine_type,business_hours,website,latitude,longitude,scraped_at
L'Escamarlà,"Passeig Marítim del Bogatell, 40, Sant Martí, 08005 Barcelona, Spain",08001,932 21 13 66,3.8,3394.0,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_5': 'Saturday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_6': 'Sunday: 11:00\u202fAM\u2009–\u200912:00\u202fAM'}",https://lescamarla.es/,41.3925606,2.2046943,2025-06-25 14:11:31.206140
Hotel Ciutat de Barcelona,"Carrer de la Princesa, 33-35, Ciutat Vella, 08003 Barcelona, Spain",08001,932 69 74 75,4.2,1417.0,Restaurante,,https://en.ciutatbarcelona.com/?utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&utm_content=Barcelona&partner=8979,41.3859304,2.1810921,2025-06-25 14:11:31.497930
Hotel Catalonia Park Güell,"Passeig de la Mare de Déu del Coll, 10, Gràcia, 08023 Barcelona, Spain",08001,932 19 12 04,3.9,2948.0,Restaurante,,https://www.cataloniahotels.com/es/hotel/catalonia-park-guell?mb=1,41.4142325,2.1448418,2025-06-25 14:11:32.032970
Xup Xup Restaurant,"Pg. Marítim de la Barceloneta, s/n, Ciutat Vella, 08003 Barcelona, Spain",08001,932 24 03 53,4.3,5303.0,Restaurante,"{'day_0': 'Monday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_1': 'Tuesday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_2': 'Wednesday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_3': 'Thursday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_4': 'Friday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 11:30\u202fAM\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: 11:30\u202fAM\u2009–\u200911:00\u202fPM'}",https://gruparenal.com/xup-xup/,41.3795907,2.1928407,2025-06-25 14:11:32.388787
Gusto Restaurant,"Carrer del Rosselló, 108, Eixample, 08036 Barcelona, Spain",08001,933 23 65 75,4.7,9609.0,Restaurante,"{'day_0': 'Monday: 12:30\u2009–\u20094:30\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'day_1': 'Tuesday: 12:30\u2009–\u20094:30\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'day_2': 'Wednesday: 12:30\u2009–\u20094:30\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'day_3': 'Thursday: 12:30\u2009–\u20094:30\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'day_4': 'Friday: 12:30\u2009–\u20094:30\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'day_5': 'Saturday: 1:00\u2009–\u20094:30\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM', 'day_6': 'Sunday: 1:00\u2009–\u20094:30\u202fPM, 7:00\u202fPM\u2009–\u200912:00\u202fAM'}",http://gustoristorantepizzeria.com/,41.38832439999999,2.1508942,2025-06-25 14:11:32.739775
Palau de Xina,"Carrer de la Marina, 87, Sant Martí, 08018 Barcelona, Spain",08001,933 09 76 28,3.7,504.0,Restaurante,"{'day_0': 'Monday: 12:00\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'day_1': 'Tuesday: 12:00\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'day_2': 'Wednesday: 12:00\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'day_3': 'Thursday: 12:00\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'day_4': 'Friday: 12:00\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'day_5': 'Saturday: 12:00\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM', 'day_6': 'Sunday: 12:00\u2009–\u20094:30\u202fPM, 7:00\u2009–\u200911:30\u202fPM'}",,41.39333329999999,2.1883333,2025-06-25 14:11:33.264263
Bonanova Suite Hotel,"Carrer del Bisbe Sivilla, 7, Sarrià-Sant Gervasi, 08022 Barcelona, Spain",08001,932 53 15 63,4.0,76.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.premiumsuitehotels.com/bonanova-suite-hotel/?utm_source=gmb&utm_medium=organic,41.4054914,2.136113,2025-06-25 14:11:33.863723
Bona Sort Sushi,"Carrer de la Marina, 191, L'Eixample, 08013 Barcelona, Spain",08001,931 41 23 64,4.2,468.0,Restaurante,"{'day_0': 'Monday: Closed', 'day_1': 'Tuesday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:45\u202fPM', 'day_2': 'Wednesday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:45\u202fPM', 'day_3': 'Thursday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:45\u202fPM', 'day_4': 'Friday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:45\u202fPM', 'day_5': 'Saturday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:45\u202fPM', 'day_6': 'Sunday: 11:30\u202fAM\u2009–\u20094:30\u202fPM, 7:30\u2009–\u200911:45\u202fPM'}",http://bonasortsushi.net/,41.4002288,2.1793462,2025-06-25 14:11:34.139525
Casual Colours Barcelona,"Av. de Josep Tarradellas, 119, Les Corts, 08029 Barcelona, Spain",08001,932 09 94 86,4.1,913.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.casualhoteles.com/casual-colours-barcelona.html,41.3890634,2.1429645,2025-06-25 14:11:34.773405
Casa de Tapas Cañota,"Carrer de Lleida, 7, Sants-Montjuïc, 08004 Barcelona, Spain",08001,933 25 91 71,4.2,3320.0,Restaurante,"{'day_0': 'Monday: 1:00\u2009–\u20094:00\u202fPM, 7:30\u2009–\u200910:45\u202fPM', 'day_1': 'Tuesday: 1:00\u2009–\u20094:00\u202fPM, 7:30\u2009–\u200910:45\u202fPM', 'day_2': 'Wednesday: 1:00\u2009–\u20094:00\u202fPM, 7:30\u2009–\u200910:45\u202fPM', 'day_3': 'Thursday: 1:00\u2009–\u200910:45\u202fPM', 'day_4': 'Friday: 1:00\u2009–\u200910:45\u202fPM', 'day_5': 'Saturday: 1:00\u2009–\u200910:45\u202fPM', 'day_6': 'Sunday: 1:00\u2009–\u200910:45\u202fPM'}",https://casadetapas.com/,41.3741389,2.1546833,2025-06-25 14:11:35.159447
Hotel Best Front Maritim Barcelona,"Passeig de Garcia Fària, 69, Sant Martí, 08019 Barcelona, Spain",08001,933 03 44 40,3.8,1722.0,Restaurante,"{'day_0': 'Monday: Open 24 hours', 'day_1': 'Tuesday: Open 24 hours', 'day_2': 'Wednesday: Open 24 hours', 'day_3': 'Thursday: Open 24 hours', 'day_4': 'Friday: Open 24 hours', 'day_5': 'Saturday: Open 24 hours', 'day_6': 'Sunday: Open 24 hours'}",https://www.besthotels.es/destinos-y-hoteles/best-front-maritim.html?utm_medium=organic&utm_source=google&utm_campaign=google-my-business&utm_term=google-local&utm_id=best-frontmaritim,41.40375969999999,2.2137515,2025-06-25 14:11:35.402645
Al Arabiya Restaurant & Cafe,"Carrer dels Escudellers, 25, Ciutat Vella, 08002 Barcelona, Spain",08001,933 02 59 55,4.8,14396.0,Restaurante,"{'day_0': 'Monday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'day_1': 'Tuesday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'day_2': 'Wednesday: 12:00\u202fPM\u2009–\u20091:00\u202fAM', 'day_3': 'Thursday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'day_4': 'Friday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'day_5': 'Saturday: 12:00\u202fPM\u2009–\u20092:00\u202fAM', 'day_6': 'Sunday: 12:00\u202fPM\u2009–\u20092:00\u202fAM'}",https://www.cafearabiabarcelona.com/,41.3795732,2.1762649,2025-06-25 14:11:35.901933
Restaurante La Tata,"Carrer de Calàbria, 69, L'Eixample, 08015 Barcelona, Spain",08001,934 26 22 87,4.3,1582.0,Restaurante,"{'day_0': 'Monday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:45\u202fPM', 'day_1': 'Tuesday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:45\u202fPM', 'day_2': 'Wednesday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:45\u202fPM', 'day_3': 'Thursday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:45\u202fPM', 'day_4': 'Friday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:45\u202fPM', 'day_5': 'Saturday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:45\u202fPM', 'day_6': 'Sunday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:45\u202fPM'}",http://www.latatabarcelona.es/,41.3781094,2.1568522,2025-06-25 14:11:36.471087
La Carassa,"Carrer del Brosolí, 1, Ciutat Vella, 08003 Barcelona, Spain",08001,652 20 83 94,4.5,783.0,Restaurante,"{'day_0': 'Monday: 5:30\u2009–\u200911:30\u202fPM', 'day_1': 'Tuesday: 5:30\u2009–\u200911:30\u202fPM', 'day_2': 'Wednesday: 5:30\u2009–\u200911:30\u202fPM', 'day_3': 'Thursday: 7:00\u202fPM\u2009–\u20092:30\u202fAM', 'day_4': 'Friday: 7:00\u202fPM\u2009–\u20092:30\u202fAM', 'day_5': 'Saturday: 1:30\u202fPM\u2009–\u20092:30\u202fAM', 'day_6': 'Sunday: Closed'}",http://www.lacarassa.es/,41.38385,2.18049,2025-06-25 14:11:36.987940
Restaurant El Nou Ramonet | Paella en la Barceloneta,"Carrer de Carbonell, 5, Ciutat Vella, 08003 Barcelona, Spain",08001,932 68 33 13,4.5,3380.0,Restaurante,"{'day_0': 'Monday: 1:00\u2009–\u200911:30\u202fPM', 'day_1': 'Tuesday: 1:00\u2009–\u200911:30\u202fPM', 'day_2': 'Wednesday: 1:00\u2009–\u200911:30\u202fPM', 'day_3': 'Thursday: 1:00\u2009–\u200911:30\u202fPM', 'day_4': 'Friday: 1:00\u2009–\u200911:30\u202fPM', 'day_5': 'Saturday: 1:00\u2009–\u200911:30\u202fPM', 'day_6': 'Sunday: 1:00\u2009–\u200911:30\u202fPM'}",https://grupramonet.com/elnouramonet/,41.3817683,2.1876237,2025-06-25 14:11:37.468274
El Drac de Sant Jordi,"Plaça de Sant Josep Oriol, 3, Ciutat Vella, 08002 Barcelona, Spain",08001,934 12 45 91,4.2,1788.0,Restaurante,"{'day_0': 'Monday: 12:30\u2009–\u200910:00\u202fPM', 'day_1': 'Tuesday: 12:30\u2009–\u200910:00\u202fPM', 'day_2': 'Wednesday: 12:30\u2009–\u200910:00\u202fPM', 'day_3': 'Thursday: 12:30\u2009–\u200910:00\u202fPM', 'day_4': 'Friday: 12:30\u2009–\u200910:00\u202fPM', 'day_5': 'Saturday: 12:30\u2009–\u200910:00\u202fPM', 'day_6': 'Sunday: 12:30\u2009–\u200910:00\u202fPM'}",https://www.instagram.com/eldracdesantjordibcn,41.3826331,2.1741488,2025-06-25 14:11:38.082891
Aladdin Restaurante,"Av. de Gaudí, 50, L'Eixample, 08025 Barcelona, Spain",08001,934 46 34 67,4.7,8594.0,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'day_5': 'Saturday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'day_6': 'Sunday: 11:00\u202fAM\u2009–\u200912:00\u202fAM'}",https://restaurantealaddin.com/,41.4086611,2.1745222,2025-06-25 14:11:38.534736
Flamant,"Carrer d'Enric Granados, 23, L'Eixample, 08007 Barcelona, Spain",08001,933 23 16 35,4.2,7937.0,Restaurante,"{'day_0': 'Monday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_1': 'Tuesday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_2': 'Wednesday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_3': 'Thursday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_4': 'Friday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: 1:00\u2009–\u20094:00\u202fPM, 8:00\u2009–\u200911:00\u202fPM'}",https://andilana.com/locales/flamant/,41.3884155,2.1612493,2025-06-25 14:11:38.809740
