name,address,postal_code,phone,rating,review_count,cuisine_type,business_hours,website,latitude,longitude,scraped_at
Fogo de Chao - Addison,"4300 Belt Line Rd, Addison, TX 75001, USA",75001,(972) 503-7300,4.6,5207,Restaurante,"{'day_0': 'Monday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'day_1': 'Tuesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'day_2': 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'day_3': 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'day_4': 'Friday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'day_5': 'Saturday: 11:30\u202fAM\u2009–\u200910:30\u202fPM', 'day_6': 'Sunday: 11:30\u202fAM\u2009–\u20099:00\u202fPM'}",https://fogodechao.com/location/dallas/,32.9538084,-96.83774290000001,2025-06-25 14:24:14.785811
Osaka Sushi & Grill All You Can Eat Buffet,"4350 Belt Line Rd, Addison, TX 75001, USA",75001,(972) 386-8899,4.2,2906,Restaurante,"{'day_0': 'Monday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 5:30\u2009–\u20099:30\u202fPM', 'day_1': 'Tuesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 5:30\u2009–\u20099:30\u202fPM', 'day_2': 'Wednesday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 5:30\u2009–\u20099:30\u202fPM', 'day_3': 'Thursday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 5:30\u2009–\u20099:30\u202fPM', 'day_4': 'Friday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'day_5': 'Saturday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 5:30\u2009–\u200910:00\u202fPM', 'day_6': 'Sunday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 5:30\u2009–\u20099:30\u202fPM'}",https://www.osakaaddisontx.com/,32.9539524,-96.8373629,2025-06-25 14:24:15.285317
Uncle Julio's Keller Springs,"16150 Dallas Pkwy #4, Dallas, TX 75248, USA",75001,(972) 380-0100,4.2,3229,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM'}",https://unclejulios.com/,32.9698866,-96.8204708,2025-06-25 14:24:15.822011
P.F. Chang's,"18323 Dallas Pkwy, Dallas, TX 75287, USA",75001,(972) 818-3336,4.3,2641,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM'}",https://www.pfchangs.com/locations/us/tx/dallas/18323-n-dallas-pkwy/2900-north-dallas-tollway.html?utm_source=google_gbp&utm_medium=organic,32.9985187,-96.83023449999999,2025-06-25 14:24:16.092744
Chuck E. Cheese,"13364 Montfort Dr, Dallas, TX 75240, USA",75001,(972) 392-1944,4.2,1327,Restaurante,"{'day_0': 'Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'day_1': 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'day_2': 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'day_3': 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'day_4': 'Friday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_5': 'Saturday: 10:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_6': 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM'}",https://www.chuckecheese.com/dallas-north,32.9310412,-96.8107053,2025-06-25 14:24:16.687451
Fat Straws Boba & Mochi Donuts (Alpha & Noel),"5301 Alpha Rd #38, Dallas, TX 75240, USA",75001,(972) 702-8181,4.4,444,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'day_5': 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'day_6': 'Sunday: 11:00\u202fAM\u2009–\u20096:00\u202fPM'}",https://fatstraws.com/,32.9334484,-96.81694189999999,2025-06-25 14:24:17.268831
In-N-Out Burger,"15260 Dallas Pkwy, Dallas, TX 75248, USA",75001,(800) 786-1000,4.5,4211,Restaurante,"{'day_0': 'Monday: 10:30\u202fAM\u2009–\u20091:00\u202fAM', 'day_1': 'Tuesday: 10:30\u202fAM\u2009–\u20091:00\u202fAM', 'day_2': 'Wednesday: 10:30\u202fAM\u2009–\u20091:00\u202fAM', 'day_3': 'Thursday: 10:30\u202fAM\u2009–\u20091:00\u202fAM', 'day_4': 'Friday: 10:30\u202fAM\u2009–\u20091:30\u202fAM', 'day_5': 'Saturday: 10:30\u202fAM\u2009–\u20091:30\u202fAM', 'day_6': 'Sunday: 10:30\u202fAM\u2009–\u20091:00\u202fAM'}",https://locations.in-n-out.com/268,32.9570648,-96.8209297,2025-06-25 14:24:17.545937
The Londoner Addison,"14930 Midway Rd, Addison, TX 75001, USA",75001,(972) 458-2444,4.5,2675,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'day_5': 'Saturday: 10:00\u202fAM\u2009–\u20092:00\u202fAM', 'day_6': 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM'}",https://thelondonerpub.com/,32.9523763,-96.83839689999999,2025-06-25 14:24:17.970822
Carrabba's Italian Grill,"17548 Dallas Pkwy, Dallas, TX 75287, USA",75001,(972) 732-7752,4.4,1696,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM'}",https://locations.carrabbas.com/texas/dallas/17548-dallas-pkwy?y_source=1_MTU1MDMwNjUtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,32.9898778,-96.82802369999999,2025-06-25 14:24:18.295087
Chamberlain's Steak & Fish,"5330 Belt Line Rd, Dallas, TX 75254, USA",75001,(972) 934-2467,4.7,2295,Restaurante,"{'day_0': 'Monday: 4:30\u2009–\u20099:30\u202fPM', 'day_1': 'Tuesday: 4:30\u2009–\u20099:30\u202fPM', 'day_2': 'Wednesday: 4:30\u2009–\u20099:30\u202fPM', 'day_3': 'Thursday: 4:30\u2009–\u20099:30\u202fPM', 'day_4': 'Friday: 4:30\u2009–\u200910:00\u202fPM', 'day_5': 'Saturday: 4:30\u2009–\u200910:00\u202fPM', 'day_6': 'Sunday: 4:30\u2009–\u20099:00\u202fPM'}",https://www.chamberlainssteakhouse.com/,32.9537113,-96.8147873,2025-06-25 14:24:18.541399
Melting Pot,"4900 Belt Line Rd #200, Dallas, TX 75254, USA",75001,(972) 239-6358,3.9,1309,Restaurante,"{'day_0': 'Monday: 4:30\u2009–\u20099:00\u202fPM', 'day_1': 'Tuesday: 4:30\u2009–\u20099:00\u202fPM', 'day_2': 'Wednesday: 4:30\u2009–\u20099:00\u202fPM', 'day_3': 'Thursday: 4:30\u2009–\u20099:00\u202fPM', 'day_4': 'Friday: 4:30\u2009–\u200910:00\u202fPM', 'day_5': 'Saturday: 4:00\u2009–\u200910:00\u202fPM', 'day_6': 'Sunday: 3:00\u2009–\u20099:00\u202fPM'}",https://www.meltingpot.com/dallas-addison-tx/,32.953572,-96.8279818,2025-06-25 14:24:21.262816
Luciano Family Pizzeria,"13350 Dallas Parkway, Galleria Dr #300, Dallas, TX 75240, USA",75001,(972) 239-2555,3.9,366,Restaurante,"{'day_0': 'Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_1': 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_2': 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_3': 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_4': 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_5': 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_6': 'Sunday: 11:00\u202fAM\u2009–\u20096:00\u202fPM'}",https://lucianodallas.com/,32.9298703,-96.8194694,2025-06-25 14:24:21.731153
Vindu Indian Cuisine,"4701 Frankford Rd ste 237, Dallas, TX 75287, USA",75001,(972) 931-5999,3.9,686,Restaurante,"{'day_0': 'Monday: Closed', 'day_1': 'Tuesday: 11:30\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20099:30\u202fPM', 'day_2': 'Wednesday: 11:30\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20099:30\u202fPM', 'day_3': 'Thursday: 11:30\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u20099:30\u202fPM', 'day_4': 'Friday: 11:30\u202fAM\u2009–\u20092:30\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'day_5': 'Saturday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u2009–\u200910:00\u202fPM', 'day_6': 'Sunday: 11:30\u202fAM\u2009–\u20093:00\u202fPM, 5:00\u2009–\u20099:30\u202fPM'}",http://www.vindudallas.com/,32.9992312,-96.8264665,2025-06-25 14:24:22.208426
Olive Garden Italian Restaurant,"4240 Belt Line Rd, Addison, TX 75001, USA",75001,(972) 239-9096,4.3,3814,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM'}",https://www.olivegarden.com/locations/tx/addison/addison/1385?cmpid=br:og_ag:ie_ch:loc_ca:OGGMB_sn:gmb_gt:addison-tx-1385_pl:locurl_rd:1290,32.953932,-96.83833000000001,2025-06-25 14:24:22.818735
Lin's Asian Buffet,"2810 E Trinity Mls Rd Ste 122, Carrollton, TX 75006, USA",75001,(972) 418-8881,4.0,2057,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_5': 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_6': 'Sunday: 11:00\u202fAM\u2009–\u20099:30\u202fPM'}",https://linsasianbuffet.shop/,32.9861662,-96.8531279,2025-06-25 14:24:23.234886
Dunkin',"13535 Preston Rd, Dallas, TX 75240, USA",75001,(972) 239-1700,3.6,1051,Restaurante,"{'day_0': 'Monday: 4:30\u202fAM\u2009–\u20099:00\u202fPM', 'day_1': 'Tuesday: 4:30\u202fAM\u2009–\u20099:00\u202fPM', 'day_2': 'Wednesday: 4:30\u202fAM\u2009–\u20099:00\u202fPM', 'day_3': 'Thursday: 4:30\u202fAM\u2009–\u20099:00\u202fPM', 'day_4': 'Friday: 4:30\u202fAM\u2009–\u20099:00\u202fPM', 'day_5': 'Saturday: 4:30\u202fAM\u2009–\u20099:00\u202fPM', 'day_6': 'Sunday: 4:30\u202fAM\u2009–\u20099:00\u202fPM'}",https://locations.dunkindonuts.com/en/tx/dallas/13535-preston-rd/345813?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=345813&y_source=1_MTIxMDgxNDktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,32.9322088,-96.80403199999999,2025-06-25 14:24:23.688850
Subway,"13350 Dallas Pkwy Suite 3690, Dallas, TX 75240, USA",75001,(972) 677-7021,3.3,120,Restaurante,"{'day_0': 'Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_1': 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_2': 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_3': 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_4': 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_5': 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'day_6': 'Sunday: 12:00\u2009–\u20096:00\u202fPM'}",https://restaurants.subway.com/united-states/tx/dallas/13350-n-dallas-pkwy?utm_source=yxt-goog&utm_medium=local&utm_term=acq&utm_content=25299&utm_campaign=evergreen-2020&y_source=1_MTQ5MDE5MjQtNzE1LWxvY2F0aW9uLndlYnNpdGU=,32.9301365,-96.8199016,2025-06-25 14:24:23.947897
Grand Lux Cafe,"13420 Dallas Pkwy, Dallas, TX 75240, USA",75001,(972) 385-3114,4.4,4897,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM'}",https://locations.grandluxcafe.com/tx/dallas/4/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,32.9308617,-96.8200404,2025-06-25 14:24:24.177740
Al-Amir Lebanese Restaurant & Club,"3885 Belt Line Rd, Addison, TX 75001, USA",75001,(972) 488-2647,3.9,2489,Restaurante,"{'day_0': 'Monday: Closed', 'day_1': 'Tuesday: Closed', 'day_2': 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'day_3': 'Thursday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'day_4': 'Friday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'day_5': 'Saturday: 5:00\u202fPM\u2009–\u20092:00\u202fAM', 'day_6': 'Sunday: 5:00\u202fPM\u2009–\u20092:00\u202fAM'}",http://www.alamiraddison.com/,32.9536518,-96.84981529999999,2025-06-25 14:24:24.502899
Table 13,"4812 Belt Line Rd, Dallas, TX 75254, USA",75001,(972) 789-9558,4.4,842,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'day_5': 'Saturday: 5:00\u2009–\u200911:00\u202fPM', 'day_6': 'Sunday: Closed'}",https://table13addison.com/,32.9537,-96.82939999999999,2025-06-25 14:24:24.811336
Sushi Robata,"4727 Frankford Rd #313, Dallas, TX 75287, USA",75001,(972) 930-9428,4.5,971,Restaurante,"{'day_0': 'Monday: 11:30\u202fAM\u2009–\u20092:00\u202fPM, 5:30\u2009–\u200910:30\u202fPM', 'day_1': 'Tuesday: 11:30\u202fAM\u2009–\u20092:00\u202fPM, 5:30\u2009–\u200910:30\u202fPM', 'day_2': 'Wednesday: 11:30\u202fAM\u2009–\u20092:00\u202fPM, 5:30\u2009–\u200910:30\u202fPM', 'day_3': 'Thursday: 11:30\u202fAM\u2009–\u20092:00\u202fPM, 5:30\u2009–\u200910:30\u202fPM', 'day_4': 'Friday: 11:30\u202fAM\u2009–\u20092:00\u202fPM, 5:30\u2009–\u200910:30\u202fPM', 'day_5': 'Saturday: 5:30\u2009–\u200910:30\u202fPM', 'day_6': 'Sunday: 5:30\u2009–\u200910:00\u202fPM'}",http://www.sushirobata.com/,32.9993037,-96.8262601,2025-06-25 14:24:25.312397
Twin Peaks,"5260 Belt Line Rd, Dallas, TX 75254, USA",75001,(972) 503-7325,4.5,4898,Restaurante,"{'day_0': 'Monday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_1': 'Tuesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_2': 'Wednesday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_3': 'Thursday: 11:00\u202fAM\u2009–\u200912:00\u202fAM', 'day_4': 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'day_5': 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'day_6': 'Sunday: 11:00\u202fAM\u2009–\u200912:00\u202fAM'}",https://twinpeaksrestaurant.com/locations/addison-tx,32.9535832,-96.8193775,2025-06-25 14:24:25.710882
